unit,lat,lon,year,count,area_burned
Eldorado National Forest,38.721085,-120.829644,1988,1,582.4282
Inyo National Forest,37.313458,-118.139056,1988,1,614.9384
San Bernardino National Forest,34.090473,-117.260245,1988,17,12896.821
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1988,1,416.7906
Toiyabe National Forest,38.62689,-119.3935,1988,4,2522.1426
San Diego CAL FIRE,32.72793,-117.15529,1988,4,1121.8135
Yosemite National Park,37.58395,-119.695053,1988,13,13509.3886
Northern CA District - BLM,33.913568,-117.263252,1988,2,2177.9384999999997
Modoc National Forest,41.339102,-121.147262,1988,1,253.1135
Orange County,33.802647,-117.84931,1988,1,2471.109
Plumas National Forest,39.937816,-120.94114,1988,1,527.9257
San Luis Obispo CAL FIRE,35.266778,-120.659441,1988,3,6675.4289
Lassen National Forest,40.20725,-120.90771,1988,1,839.4844
Bakersfield District - BLM  (old),35.369763,-118.969794,1988,6,16706.6502
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1988,6,13590.4991
Los Angeles County,34.05513,-118.25703,1988,14,26021.086
Sequoia National Forest,36.032162,-119.078781,1988,7,4812.6767
Angeles National Forest,34.181417,-118.074422,1988,1,221.2385
Fresno-Kings CAL FIRE,36.75156,-119.800612,1988,1,176.3935
Stanislaus National Forest,38.036256,-120.283203,1988,1,2499.556
San Bernardino CAL FIRE,34.136809,-117.29278,1988,6,14913.7178
Klamath National Forest,41.336017,-122.841974,1988,1,105.7719
Sequoia National Forest,36.032162,-119.078781,1989,2,785.588
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1989,2,1196.7542
Sequoia - Kings Canyon NP,36.49042,-118.82488,1989,1,276.3409
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1989,2,2073.6889
Sierra National Forest,36.829829,-119.684965,1989,2,20183.684
Riverside CAL FIRE,33.496892,-117.1504,1989,12,25379.1074
Plumas National Forest,39.937816,-120.94114,1989,2,5848.241
Lassen National Forest,40.20725,-120.90771,1989,1,447.574
Fresno-Kings CAL FIRE,36.75156,-119.800612,1989,3,5257.487499999999
Shasta-Trinity National Forest,40.520709,-122.301395,1989,1,623.0417
Los Angeles County,34.05513,-118.25703,1989,13,9770.662900000001
San Luis Obispo CAL FIRE,35.266778,-120.659441,1989,5,11057.574299999998
Butte CAL FIRE,36.01296,-116.830549,1989,1,595.3703
San Bernardino CAL FIRE,34.136809,-117.29278,1989,2,745.8771999999999
Mendocino National Forest,39.172201,-122.90607,1989,1,557.4395
Cleveland National Forest,33.022118,-117.094959,1989,10,27407.2823
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1989,1,2745.283
Vandenberg Air Force Base,34.7483,-120.51817,1989,1,1233.369
Ventura County,34.27834,-119.29317,1989,1,190.8154
San Diego CAL FIRE,32.72793,-117.15529,1989,10,5119.9352
San Bernardino National Forest,34.090473,-117.260245,1989,8,1949.6007
Santa Clara CAL FIRE,37.356651,-121.961118,1989,5,1499.8417
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1989,5,2759.0137999999997
Six Rivers National Forest,41.840065,-123.997312,1989,1,181.7564
Toiyabe National Forest,38.62689,-119.3935,1989,1,115.0081
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1989,1,4665.44
Ventura County,34.27834,-119.29317,1990,8,28200.2366
Kern County,35.304076,-118.730207,1990,1,7799.51
Sequoia National Forest,36.032162,-119.078781,1990,4,23480.558100000002
Bakersfield District - BLM  (old),35.369763,-118.969794,1990,2,339.2272
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1990,1,692.3407
Orange County,33.802647,-117.84931,1990,2,7984.9227
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1990,1,4658.471
Sequoia - Kings Canyon NP,36.49042,-118.82488,1990,1,2787.009
Shasta-Trinity National Forest,40.520709,-122.301395,1990,2,653.7291
Northern CA District - BLM,33.913568,-117.263252,1990,3,23088.1836
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1990,1,1921.793
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1990,5,5825.049800000001
Butte CAL FIRE,36.01296,-116.830549,1990,3,1139.8336
Plumas National Forest,39.937816,-120.94114,1990,2,1992.5229
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1990,5,13381.322
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1990,2,131943.31050000002
Sierra National Forest,36.829829,-119.684965,1990,3,5789.0284
Marin County,37.87136,-122.513604,1990,1,394.9528
San Diego CAL FIRE,32.72793,-117.15529,1990,5,6903.7554
Lassen National Forest,40.20725,-120.90771,1990,2,36391.8574
Cleveland National Forest,33.022118,-117.094959,1990,2,6053.554
Los Angeles County,34.05513,-118.25703,1990,7,6169.7176
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1990,1,2449.105
San Bernardino National Forest,34.090473,-117.260245,1990,5,1766.1529
Modoc National Forest,41.339102,-121.147262,1990,2,1667.5722
Yosemite National Park,37.58395,-119.695053,1990,7,26170.3934
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1990,1,281.2369
Toiyabe National Forest,38.62689,-119.3935,1990,4,2420.3052000000002
Mendocino National Forest,39.172201,-122.90607,1990,1,3372.72
Santa Clara CAL FIRE,37.356651,-121.961118,1990,1,1768.389
Tahoe National Forest,39.301182,-120.678146,1990,1,240.2207
Tulare County,36.210334,-119.335214,1990,2,3245.7947
Riverside CAL FIRE,33.496892,-117.1504,1990,2,913.2877
Channel Islands - NPS,33.986645,-119.911155,1990,1,321.4325
Los Padres National Forest,34.768611,-120.061716,1990,6,6729.6092
Shasta-Trinity National Forest,40.520709,-122.301395,1991,4,2092.9692
San Bernardino National Forest,34.090473,-117.260245,1991,6,2919.7057999999997
Orange County,33.802647,-117.84931,1991,1,222.0677
Toiyabe National Forest,38.62689,-119.3935,1991,1,398.8685
Los Angeles County,34.05513,-118.25703,1991,3,984.5632
Sequoia - Kings Canyon NP,36.49042,-118.82488,1991,2,907.6253999999999
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1991,1,273.542
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1991,1,201.3156
Santa Clara CAL FIRE,37.356651,-121.961118,1991,1,1622.755
Eldorado National Forest,38.721085,-120.829644,1991,1,153.9712
Northern CA District - BLM,33.913568,-117.263252,1991,1,461.7668
Butte CAL FIRE,36.01296,-116.830549,1991,2,3160.3477000000003
Ventura County,34.27834,-119.29317,1991,1,180.1997
Bakersfield District - BLM  (old),35.369763,-118.969794,1991,1,207.9082
Tulare County,36.210334,-119.335214,1991,1,2299.281
Yosemite National Park,37.58395,-119.695053,1991,4,6585.5707
San Diego CAL FIRE,32.72793,-117.15529,1991,2,1709.7644
Mendocino National Forest,39.172201,-122.90607,1991,2,2091.436
Riverside CAL FIRE,33.496892,-117.1504,1991,1,104.3394
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1991,1,197.9306
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1991,4,8632.2299
Los Padres National Forest,34.768611,-120.061716,1991,1,2849.141
Modoc National Forest,41.339102,-121.147262,1991,2,405.36789999999996
Sequoia National Forest,36.032162,-119.078781,1991,1,106.4852
Siskiyou CAL FIRE,41.702654,-122.641241,1992,2,1223.055
Stanislaus National Forest,38.036256,-120.283203,1992,1,3872.959
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1992,1,1331.179
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1992,10,29852.7324
Shasta-Trinity National Forest,40.520709,-122.301395,1992,1,5262.465
Kern County,35.304076,-118.730207,1992,2,8487.173999999999
Sequoia National Forest,36.032162,-119.078781,1992,1,1231.516
Los Angeles County,34.05513,-118.25703,1992,3,1644.3196
Toiyabe National Forest,38.62689,-119.3935,1992,1,116.7558
San Luis Obispo CAL FIRE,35.266778,-120.659441,1992,2,698.0310000000001
Sequoia - Kings Canyon NP,36.49042,-118.82488,1992,3,1054.7545
Eldorado National Forest,38.721085,-120.829644,1992,1,22518.78
Bakersfield District - BLM  (old),35.369763,-118.969794,1992,6,2664.2569000000003
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1992,8,7641.8663
Klamath National Forest,41.336017,-122.841974,1992,2,657.1188999999999
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1992,5,7400.8135999999995
Butte CAL FIRE,36.01296,-116.830549,1992,6,14847.958200000001
San Bernardino National Forest,34.090473,-117.260245,1992,5,2317.0380999999998
Ventura County,34.27834,-119.29317,1992,4,3130.526
Inyo National Forest,37.313458,-118.139056,1992,3,8745.3221
Los Padres National Forest,34.768611,-120.061716,1992,7,7365.1065
Modoc National Forest,41.339102,-121.147262,1992,3,2154.8791
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1992,2,1187.6191
Northern CA District - BLM,33.913568,-117.263252,1992,1,108.3485
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1992,2,61176.4435
San Diego CAL FIRE,32.72793,-117.15529,1992,6,6093.5286
Yosemite National Park,37.58395,-119.695053,1992,3,774.3902
Lassen National Forest,40.20725,-120.90771,1992,2,2200.1975
Riverside CAL FIRE,33.496892,-117.1504,1992,10,6555.3447
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1992,1,1579.484
Mendocino CAL FIRE,39.345892,-123.319092,1992,1,334.975
Sierra National Forest,36.829829,-119.684965,1992,1,2156.916
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1992,2,1979.7997
Santa Clara CAL FIRE,37.356651,-121.961118,1992,2,1372.4841000000001
San Bernardino CAL FIRE,34.136809,-117.29278,1992,1,240.9477
Cleveland National Forest,33.022118,-117.094959,1992,3,1069.1779000000001
Vandenberg Air Force Base,34.7483,-120.51817,1992,1,150.9385
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1993,1,311.5461
Los Angeles County,34.05513,-118.25703,1993,15,29586.4429
San Diego CAL FIRE,32.72793,-117.15529,1993,10,27506.3183
Cleveland National Forest,33.022118,-117.094959,1993,1,1630.293
Bakersfield District - BLM  (old),35.369763,-118.969794,1993,10,11194.4021
Sequoia National Forest,36.032162,-119.078781,1993,9,3301.3238
Kern County,35.304076,-118.730207,1993,11,30064.6362
San Luis Obispo CAL FIRE,35.266778,-120.659441,1993,4,1632.2757
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1993,2,1237.4898
Riverside CAL FIRE,33.496892,-117.1504,1993,9,36941.789600000004
San Bernardino National Forest,34.090473,-117.260245,1993,3,707.8756
Sequoia - Kings Canyon NP,36.49042,-118.82488,1993,3,2451.8675
Inyo National Forest,37.313458,-118.139056,1993,1,544.8511
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1993,2,6774.104
Tulare County,36.210334,-119.335214,1993,1,218.8506
Santa Barbara County,34.389656,-119.702652,1993,2,976.3924
Ventura County,34.27834,-119.29317,1993,2,65563.75
Butte CAL FIRE,36.01296,-116.830549,1993,1,743.6732
Mendocino CAL FIRE,39.345892,-123.319092,1993,1,561.8869
Eldorado National Forest,38.721085,-120.829644,1993,1,126.7732
Vandenberg Air Force Base,34.7483,-120.51817,1993,1,977.5037
San Bernardino CAL FIRE,34.136809,-117.29278,1993,1,5582.292
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1993,1,766.053
Fresno-Kings CAL FIRE,36.75156,-119.800612,1993,1,113.233
Six Rivers National Forest,41.840065,-123.997312,1993,1,305.7003
Orange County,33.802647,-117.84931,1993,4,36761.2583
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1993,3,10469.006599999999
Los Padres National Forest,34.768611,-120.061716,1993,2,45297.555
Stanislaus National Forest,38.036256,-120.283203,1994,1,119.7395
Kern County,35.304076,-118.730207,1994,6,6234.8773
Tahoe National Forest,39.301182,-120.678146,1994,4,63901.214
Northern CA District - BLM,33.913568,-117.263252,1994,1,154.9101
Mendocino CAL FIRE,39.345892,-123.319092,1994,1,461.6126
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1994,2,2967.951
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1994,2,2036.0881000000002
Butte CAL FIRE,36.01296,-116.830549,1994,2,1818.8726
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1994,2,837.4411
Shasta-Trinity National Forest,40.520709,-122.301395,1994,1,671.1282
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1994,7,6154.1069
San Bernardino National Forest,34.090473,-117.260245,1994,10,38168.9865
Mendocino National Forest,39.172201,-122.90607,1994,1,3033.226
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1994,2,1043.0214
San Bernardino CAL FIRE,34.136809,-117.29278,1994,1,127.0013
San Diego CAL FIRE,32.72793,-117.15529,1994,7,8065.499
Cleveland National Forest,33.022118,-117.094959,1994,2,5939.2175
Ventura County,34.27834,-119.29317,1994,3,28079.9919
Santa Barbara County,34.389656,-119.702652,1994,1,2130.005
Bakersfield District - BLM  (old),35.369763,-118.969794,1994,2,689.0201000000001
Yosemite National Park,37.58395,-119.695053,1994,1,3251.901
Santa Clara CAL FIRE,37.356651,-121.961118,1994,1,1603.073
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1994,1,1275.538
Orange County,33.802647,-117.84931,1994,2,1463.8321
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1994,2,946.3563999999999
Sequoia National Forest,36.032162,-119.078781,1994,8,12919.15
Six Rivers National Forest,41.840065,-123.997312,1994,1,206.1196
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1994,2,44151.638
Riverside CAL FIRE,33.496892,-117.1504,1994,12,17578.2295
Channel Islands - NPS,33.986645,-119.911155,1994,1,160.1513
Sierra National Forest,36.829829,-119.684965,1994,4,7479.6505
Siskiyou CAL FIRE,41.702654,-122.641241,1994,2,849.1054
Modoc National Forest,41.339102,-121.147262,1994,1,167.6029
Los Angeles County,34.05513,-118.25703,1994,11,7881.3714
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1994,1,348.1945
Sequoia - Kings Canyon NP,36.49042,-118.82488,1994,1,104.1133
Fresno-Kings CAL FIRE,36.75156,-119.800612,1994,3,1840.9605
San Luis Obispo CAL FIRE,35.266778,-120.659441,1994,2,51489.145399999994
Los Padres National Forest,34.768611,-120.061716,1994,1,3243.626
Klamath National Forest,41.336017,-122.841974,1994,4,38861.2557
Tulare County,36.210334,-119.335214,1994,1,425.7026
Angeles National Forest,34.181417,-118.074422,1994,2,4082.07
San Diego CAL FIRE,32.72793,-117.15529,1995,11,19344.0314
Klamath National Forest,41.336017,-122.841974,1995,1,1710.298
Inyo National Forest,37.313458,-118.139056,1995,1,4746.75
Vandenberg Air Force Base,34.7483,-120.51817,1995,1,206.6388
Modoc National Forest,41.339102,-121.147262,1995,1,127.3313
Northern CA District - BLM,33.913568,-117.263252,1995,5,1615.6676
Riverside CAL FIRE,33.496892,-117.1504,1995,33,47318.3435
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1995,1,274.8321
Bakersfield District - BLM  (old),35.369763,-118.969794,1995,13,22953.6402
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1995,3,2300.0694
Cleveland National Forest,33.022118,-117.094959,1995,2,15254.85
Tulare County,36.210334,-119.335214,1995,1,828.3671
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1995,2,5570.5789
Sequoia National Forest,36.032162,-119.078781,1995,5,3176.2941
Yosemite National Park,37.58395,-119.695053,1995,3,968.8974000000001
Los Angeles County,34.05513,-118.25703,1995,14,5725.9547
Joshua Tree NP,33.913972,-115.839753,1995,1,5154.07
Fresno-Kings CAL FIRE,36.75156,-119.800612,1995,4,1690.9689
San Luis Obispo CAL FIRE,35.266778,-120.659441,1995,2,3223.4239
Santa Clara CAL FIRE,37.356651,-121.961118,1995,5,3265.3499
Eldorado National Forest,38.721085,-120.829644,1995,1,103.5107
Tahoe National Forest,39.301182,-120.678146,1995,1,627.3762
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1995,1,485.0718
Ventura County,34.27834,-119.29317,1995,2,1190.1386
Marin County,37.87136,-122.513604,1995,1,11794.37
San Bernardino CAL FIRE,34.136809,-117.29278,1995,1,2081.421
San Bernardino National Forest,34.090473,-117.260245,1995,5,5564.7056
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1995,3,4776.6127
Mendocino CAL FIRE,39.345892,-123.319092,1995,3,6068.088299999999
Kern County,35.304076,-118.730207,1995,7,13602.3216
Sequoia - Kings Canyon NP,36.49042,-118.82488,1995,1,1646.567
Butte CAL FIRE,36.01296,-116.830549,1995,1,2139.81
Northern CA District - BLM,33.913568,-117.263252,1996,2,714.7481
Bakersfield District - BLM  (old),35.369763,-118.969794,1996,25,51627.6904
Yosemite National Park,37.58395,-119.695053,1996,5,61045.1914
Tulare County,36.210334,-119.335214,1996,2,873.8963
Angeles National Forest,34.181417,-118.074422,1996,3,3285.2526
Shasta-Trinity National Forest,40.520709,-122.301395,1996,6,3927.213
Los Angeles County,34.05513,-118.25703,1996,10,34746.6852
San Luis Obispo CAL FIRE,35.266778,-120.659441,1996,1,731.0845
Modoc National Forest,41.339102,-121.147262,1996,10,30209.4097
Tahoe National Forest,39.301182,-120.678146,1996,1,330.581
San Bernardino National Forest,34.090473,-117.260245,1996,6,11674.621200000001
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1996,4,2409.4016
Fresno-Kings CAL FIRE,36.75156,-119.800612,1996,2,6371.2817000000005
Butte CAL FIRE,36.01296,-116.830549,1996,2,1953.5207
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1996,3,2547.5277
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1996,1,8827.958
Toiyabe National Forest,38.62689,-119.3935,1996,4,13959.1381
Stanislaus National Forest,38.036256,-120.283203,1996,1,20943.97
Ventura County,34.27834,-119.29317,1996,6,14124.8006
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1996,9,32405.2904
Camp Roberts Military Base,35.754265,-120.721518,1996,4,1472.5004
Los Padres National Forest,34.768611,-120.061716,1996,4,139700.938
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1996,5,12981.983900000001
Sequoia - Kings Canyon NP,36.49042,-118.82488,1996,5,12599.0726
Riverside CAL FIRE,33.496892,-117.1504,1996,37,34129.567299999995
Siskiyou CAL FIRE,41.702654,-122.641241,1996,2,385.1102
Cleveland National Forest,33.022118,-117.094959,1996,1,483.3129
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1996,1,1517.443
Santa Clara CAL FIRE,37.356651,-121.961118,1996,4,2276.5287
Inyo National Forest,37.313458,-118.139056,1996,1,2126.709
Sequoia National Forest,36.032162,-119.078781,1996,7,11266.0612
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1996,4,6279.507299999999
Plumas National Forest,39.937816,-120.94114,1996,2,5113.467
San Bernardino CAL FIRE,34.136809,-117.29278,1996,5,1352.0115
San Diego CAL FIRE,32.72793,-117.15529,1996,16,37703.5755
Lassen Volcanic NP,40.493508,-121.407618,1996,2,352.2335
Six Rivers National Forest,41.840065,-123.997312,1996,1,943.3175
Death Valley NP,36.483943,-117.129028,1996,1,689.0119
Mendocino National Forest,39.172201,-122.90607,1996,1,83056.95
Kern County,35.304076,-118.730207,1996,5,10863.9011
Santa Barbara County,34.389656,-119.702652,1997,3,4464.3166
Los Padres National Forest,34.768611,-120.061716,1997,3,74648.3576
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1997,1,878.4354
Mendocino CAL FIRE,39.345892,-123.319092,1997,1,103.2056
Angeles National Forest,34.181417,-118.074422,1997,1,18160.34
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1997,1,642.2961
Vandenberg Air Force Base,34.7483,-120.51817,1997,4,3061.5773
Los Angeles County,34.05513,-118.25703,1997,11,6717.6987
Northern CA District - BLM,33.913568,-117.263252,1997,1,264.0222
Sequoia - Kings Canyon NP,36.49042,-118.82488,1997,2,523.1973
Riverside CAL FIRE,33.496892,-117.1504,1997,12,16443.2157
San Bernardino CAL FIRE,34.136809,-117.29278,1997,2,2109.8129
Santa Clara CAL FIRE,37.356651,-121.961118,1997,5,1015.6992
San Luis Obispo CAL FIRE,35.266778,-120.659441,1997,2,567.7064
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1997,2,2018.6852
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1997,1,333.6006
Kern County,35.304076,-118.730207,1997,9,32048.712199999998
San Diego CAL FIRE,32.72793,-117.15529,1997,11,7014.8587
Yosemite National Park,37.58395,-119.695053,1997,1,101.2472
Sequoia National Forest,36.032162,-119.078781,1997,9,15043.2412
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1997,1,5837.901
